332582,342264,Sheldon, I agree The social sciences are largely hokum But short of putting electrodes in your brain and monitoring your response to my companionship this is the best I can do,JOKE~,,,,
344517,351326,Penny, Rank the following aspects of Sheldon Cooper in order of appeal Intelligence ruthless attention to hygiene,SENTENCE,,,,
351451,353959,???, playfulness JAVA applet writing?,JOKE,,,,
356690,362497,Penny, I know I may have started out with a fairly obvious one an aspect of my most appealing trait playfulness,JOKE~,,,,
364115,370344,Sheldon, Go ahead and rank that number one I'm afraid you're on your own for the rest It should take you no more than three hours,JOKE~,,,,
370469,372374,Penny, Wait How many questions are on this thing?,SENTENCE,,,,
372542,379463,Sheldon, Only 211 Don't worry In deference to you I kept them all at a high school graduate reading level,JOKE~,,,,
382668,384319,Sheldon, You got it buddy,JOKE~,,,,
386330,389224,???, Honey did you ever consider making friends by being,SENTENCE,,,,
389545,391263,Penny, I don't know pleasant?,JOKE~,,,,
410279,414916,Leonard, I answered every question You answered the multiple choice questions in a pattern,SENTENCE,,,,
415143,418807,???, ABBAC ABBAC,JOKE~,,,,
421709,426009,Sheldon, Oh you picked up on that? How could I not?,SENTENCE,,,,
426306,434755,Leonard, Come on There's over 200 questions And look at some of these things Sheldon is to camaraderie as the space shuttle is to blank?,JOKE,,,,
435545,437587,Sheldon, There are a number of acceptable answers,SENTENCE,,,,
437712,439727,???, For example C NearEarth transport,SENTENCE,,,,
439852,452098,Sheldon, But certainly not B Avocado rancher And your essay suggesting that I'd have better luck making friends if I wait till the Cylons take over? Please,JOKE~,,,,
453049,454965,Leonard, Hold on I put some real work into that,SENTENCE,,,,
455090,461911,Sheldon, Yes well it's better than what Wolowitz did He drew a raccoon with what appears to be a distended scrotum,JOKE~,,,,
464123,468894,Leonard, It's kinda cute Until you get to the scrotum,JOKE~,,,,
469423,476769,Sheldon, What hope do I have for establishing new relationships given that my current friends apparently could not take a few hours out of their lives to help me?,SENTENCE,,,,
476894,479870,Leonard, I'm not going to defend a bigballed raccoon,JOKE~,,,,
480651,482691,Sheldon, I don't see how you could,JOKE~,,,,
482920,496068,Leonard, What I'm trying to say is that maybe you can't approach this as a purely intellectual exercise What do you mean? Remember when you tried to learn how to swim using the Internet?,JOKE~,,,,
497388,499125,Sheldon, I did learn how to swim,JOKE~,,,,
502071,507341,Sheldon, The skills are transferable I just have no interest in going in the water,JOKE~,,,,
507587,510638,Leonard,  Then why learn how to swim?  The ice caps are melting,SENTENCE,,,,
510763,521099,Sheldon, In the future swimming isn't going to be optional But you do bring up an interesting point I don't have to break new ground here I'm sure much of the research already exists,SENTENCE,,,,
521224,531031,Leonard, No no my point is if you want to learn how to make friends then just go out to a coffee shop or a museum Meet people Talk to them Take an interest in their lives,SENTENCE,,,,
532323,534326,Sheldon, That's insane on the face of it,JOKE,,,,
536291,538422,Leonard,  Where are we going?  You're driving me to the mall,SENTENCE,,,,
538547,543377,Sheldon, I'm going to acquire a book that summarizes the current theories in the field of friendmaking,JOKE~,,,,
544556,548163,Leonard, Why don't you just lie down on the floor and swim there?,JOKE~,,,,
552241,554853,Sheldon, Coping with the Death of a Loved One,SENTENCE,,,,
559530,574381,Sheldon, Family or friend?  Family  Too bad If it had been a friend I'm available to fill the void It's just as well She smelled like mothballs,JOKE,,,,
580742,584585,Sheldon, Excuse me Do you have any books about making friends?,SENTENCE,,,,
585155,587256,Bookstore employee, Yeah but they're all for little kids,SENTENCE,,,,
590588,593997,Employee, I guess They're right over there by the wooden train set,SENTENCE,,,,
595109,596508,Sheldon, I love trains,JOKE~,,,,
598704,599943,Employee, I bet you do,JOKE,,,,
603620,650526,Sheldon (picks up train), My that's awfully sticky All right let's see Bernie Bunny Has Two Daddies Now That's probably about homosexual rabbits Gerry the Gerbil and the Bullies on the Bus Read it Not helpful Here we go Stu the Cockatoo Is New at the Zoo Author Sarah Carpenter lives in Fort Wayne Indiana with her husband and best friend Mark and their cockatoo Stu Hardly makes her an expert in making friends wouldn't you agree?,JOKE~,,,,
650694,652779,Little girl, I don't like birds They scare me,SENTENCE,,,,
653857,654857,Sheldon (picks up train), Me too,JOKE~,,,,
656832,665708,Sheldon, Most people don't see it  What are you reading?  Curious George I do like monkeys,SENTENCE,,,,
666302,667912,Girl, Curious George is a monkey,SENTENCE,,,,
668037,679013,Sheldon, Somewhat anthropomorphized but yes Say maybe sometime you and I could go see monkeys together  Would you like that?  Okay,SENTENCE,,,,
679711,681140,Leonard, What are you doing?,JOKE,,,,
681954,688167,Sheldon, I'm making friends with this little girl  What's your name?  Rebecca Hi Rebecca I'm your new friend Sheldon,SENTENCE,,,,
688534,704117,???, No you're not Let's go  We were really hitting it off  Don't look up There's cameras I'm curious In the How well do you know Sheldon section what did you put for his favorite amino acid?,SENTENCE,,,,
706288,708121,Raj, Damn it I had lysine and changed it,SENTENCE,,,,
709593,718214,Sheldon, Good you're just in time I believe I've isolated the algorithm for making friends Sheldon there is no algorithm for making friends,SENTENCE,,,,
718382,720176,Howard, Hear him out If he's really onto something,SENTENCE,,,,
720301,723132,Leonard, we could open a booth at ComicCon Make a fortune,JOKE,,,,
724722,727580,???, See my initial approach to Kripke had the same deficiencies,SENTENCE,,,,
737216,743090,Sheldon, It's a terrific book I've distilled its essence into a simple flow chart that will guide me through the process,SENTENCE,,,,
743466,747538,Howard, Have you thought about putting him in a crate while you're out of the apartment?,JOKE~,,,,
748612,782666,Sheldon (on phone), Hello Kripke? Sheldon Cooper here It occurred to me you hadn't returned any of my calls because I hadn't offered any concrete suggestions for pursuing our friendship Perhaps the two of us might share a meal together I see Well then perhaps you'd have time for a hot beverage? Popular choices include tea coffee cocoa I see No wait Don't hang up yet What about a recreational activity? I bet we share some common interests Tell me an interest of yours,JOKE~,,,,
784698,797877,Sheldon (on phone), On actual horses? Tell me another interest of yours I'm sorry I have no desire to get in the water till I absolutely have to Tell me another interest of yours,SENTENCE,,,,
798247,801074,Leonard,  He's stuck in an infinite loop  I can fix it,SENTENCE,,,,
802613,806597,???, Interesting but isn't ventriloquism by definition a solo activity?,JOKE~,,,,
807933,810389,Sheldon (on phone), Tell me another interest of yours,SENTENCE,,,,
812310,831878,Sheldon, Is there any chance you like monkeys? What is wrong with you? Everybody likes monkeys Hang on Kripke A loop counter and an escape to the least objectionable activity Howard that's brilliant I'm surprised you saw that,JOKE~,,,,
833712,836597,Howard, Gee why can't Sheldon make friends?,JOKE,,,,
849381,852478,???, All right goodbye All right,SENTENCE,,,,
853537,873219,Sheldon, Time to learn rock climbing You know I am a fan of ventriloquism Maybe you me and your dummy could go get a hot beverage He could talk while you drink,SENTENCE,,,,
881815,891387,Sheldon, This appears significantly more monolithic than it did on my laptop One expects to see hominids learning to use bones as weapons,JOKE,,,,
892752,896837,Kripke,  You afraid of heights Cooper?  Hardly A fear of heights is illogical,SENTENCE,,,,
897408,906110,Sheldon, A fear of falling on the other hand is prudent and evolutionary What would you say is the minimum altitude I need to achieve to cement our newfound friendship?,SENTENCE,,,,
906867,909530,Kripke, They have birthday parties here Little kids climb this,JOKE,,,,
912062,913855,Sheldon, Little kid hominids perhaps,JOKE,,,,
918097,919707,Kripke, So is this your entire job?,SENTENCE,,,,
920807,947047,Sheldon, Your parents must be so proud  Let's go Cooper  I'm coming Kripke The harness seems to be secure A small amount of incontinence just now but the Web site said that's to be expected This isn't so bad It's like vertical swimming Look at you,SENTENCE,,,,
952130,962458,Sheldon, I was wrong It is a fear of heights  You all right there Cooper?  Not really I feel somewhat like an inverse tangent function that's approached an asymptote,JOKE~,,,,
962626,965205,Kripke,  Are you saying you're stuck?  What part of inverse tangent function,SENTENCE,,,,
965330,967254,Sheldon, approaching an asymptote did you not understand?,JOKE,,,,
967703,971697,Kripke, I understood all of it I'm not a moron Just keep going,SENTENCE,,,,
972386,978618,Sheldon,  Yeah I don't think I can  Well then climb back down No that doesn't seem any more likely,JOKE,,,,
981505,985284,Sheldon, Well it's not exactly a plan but I think I'm going to pass out,JOKE~,,,,
995935,997993,Leonard, Sorry can we please just do it one more time?,SENTENCE,,,,
999644,1001831,???, One two one two three and,JOKE,,,,
1020151,1024645,Sheldon, Hello everyone I brought my new friend Barry Kripke home for dinner,JOKE~,,,,
1029473,1034613,???,  How was rock climbing?  He passed out Just hung there like a big salami,JOKE~,,,,
1038670,1041245,Kripke, You have a special spot? What kind of wacko are you?,JOKE~,,,,
1042389,1044121,Howard, How much time you got?,JOKE,,,,
1045626,1047251,Leonard, You want some Chinese food?,SENTENCE,,,,
1047419,1049587,Kripke, Terrific Got any dental floss?,SENTENCE,,,,
1051727,1057012,Kripke, Be right back I got to floss the Indian food out of my teeth if I'm gonna eat Chinese,JOKE~,,,,
1058913,1060264,Penny, Sheldon are you okay?,JOKE~,,,,
1071538,1079283,Sheldon, Maintaing five friendships promises to be a Herculean task so I'm going to have to let one of you go,JOKE~,,,,
1081745,1083515,Howard, Me me let it be me,JOKE,,,,
1086043,1099112,Sheldon, Leonard you are my roommate my source of transportation and you help me fold my sheets when they come out of the dryer You are safe  Can I whistle?  Don't be silly,JOKE~,,,,
1101551,1106602,Leonard, You do not have a PhD your cologne is an assault on the senses,JOKE~,,,,
1107208,1110439,Sheldon, and you're not available for video games during the Jewish high holidays,JOKE~,,,,
1111823,1113310,Howard, Guilty as charged I'm out,SENTENCE,,,,
1117239,1119405,Howard, Come on What do I have to do?,JOKE~,,,,
1120701,1125788,???, Okay you know what? I see where this is going I'm not one of you guys I'm not a scientist so just tell me,SENTENCE,,,,
1125956,1149852,Sheldon, Everything you're saying is true but please allow me to continue You're out That's a good question While you do provide a certain cultural diversity to an otherwise homogenous group your responses to the questionnaire were truly disturbing How could you for a moment think my favorite amino acid is glutamine?,JOKE~,,,,
1152317,1154149,Leonard, He had lysine but changed it,SENTENCE,,,,
1154615,1156449,Sheldon, Shoulda woulda coulda Raj,JOKE,,,,
1159687,1161297,???, I like to floss before I eat,SENTENCE,,,,
1161664,1184555,Kripke, so my gum pockets are open for new food How did I walk past you? I'm Barry That's not a very hot name I'm going to call you Roxanne Pot stickers,JOKE~,,,,
1186312,1202907,???, Suddenly I'm looking pretty good huh? So Kripke I was wondering if there's any chance you could get me some time on the open science grid computer? But we're friends,SENTENCE,,,,
1204865,1206756,???, No my friend,JOKE~,,,,
1208692,1213709,Leonard, I'm confused I was given to understand that you allow your friends time on the machine,SENTENCE,,,,
1215128,1217504,Leonard, There's an official schedule I have no control over it,JOKE~,,,,
1221760,1225193,???, This entire endeavor seems to have been an exercise in futility,SENTENCE,,,,
1227052,1233103,Sheldon, Raj you're back in He likes monkeys,JOKE~,,,,
1238073,1240823,Howard, You've got to give him credit for sticking with it,JOKE~,,,,
1241658,1243573,Leonard, I didn't think he had it in him,SENTENCE,,,,
1244327,1246611,???, And he almost made it to the top this time,SENTENCE,,,,
4066,5924,Sheldon, The problem appears to be unsolvable,SENTENCE,,,,
6133,8207,Raj, Maybe we could run some computer simulations,SENTENCE,,,,
8332,10595,Howard, There are too many variables It would take forever,SENTENCE,,,,
10836,20436,Leonard, We've got to be missing something Let's start again The movie is playing here at 720 here at 740 here at 810 and here at 845,SENTENCE,,,,
21649,23480,Sheldon, These theaters have to be eliminated,SENTENCE,,,,
23652,27109,Leonard, Why? They're stateoftheart digital projection 20channel surround sound,SENTENCE,,,,
27281,33866,Sheldon, Yes but they have no Icee machines Despite my aggressive letterwriting campaign I might add,JOKE~,,,,
35114,37453,Raj, What about the multiplex here? The seats are terrific,SENTENCE,,,,
37625,42374,Sheldon, They have Twizzlers instead of Red Vines No amount of lumbar support can compensate for that,JOKE,,,,
43429,52330,Leonard, It's gonna take at least an hour to eat and I don't see a Sheldonapproved restaurant proximate to a Sheldonapproved theater  We could eat after the movie  Unacceptable,SENTENCE,,,,
52455,56013,Sheldon, The delay would result in tomorrow's bowel movement occurring at work,JOKE~,,,,
57511,67691,Raj, Hang on hang on There's a 7Eleven here We smuggle Slurpees which are essentially Icees in under our coats after having a pleasant meal either here here or here,SENTENCE,,,,
70314,71733,Howard, I don't see how we missed that,SENTENCE,,,,
71858,74932,Sheldon, Excuse me in what universe are Slurpees Icees?,JOKE,,,,
77616,79333,Raj, That's how we missed it,JOKE~,,,,
80048,85501,Leonard, Sheldon would you be prepared on a nonprecedential basis to create an emergency ad hoc SlurpeeIcee equivalency?,SENTENCE,,,,
86997,88747,Sheldon, You know I can't do that,JOKE,,,,
90616,92382,Howard, I guess we only have one option,SENTENCE,,,,
92554,94179,Raj, I don't see any way around it,SENTENCE,,,,
95522,97322,Howard,  Bye Sheldon  See ya,JOKE~,,,,
137635,148190,Penny, Shut the door  Why?  Just do it  Get inside and shut the door  Well you didn't specify,JOKE~,,,,
151909,154654,???,  Is Leonard around?  He went to the movies without me,SENTENCE,,,,
154779,171496,Sheldon, It was the only option I'm sorry I don't understand which social situation this is Could you give me some guidance as to how to proceed?,JOKE~,,,,
171621,176868,Penny, The building manager's showing an apartment downstairs  and I haven't paid my rent  Oh I see,SENTENCE,,,,
178415,183391,Sheldon, I'm not sure I'm comfortable harboring a fugitive from the 2311 North Los Robles Corporation,JOKE,,,,
184398,189480,Penny, It's no big deal I'm just a little behind on my bills because they cut back my hours at the restaurant and my car broke down,SENTENCE,,,,
189980,194424,Sheldon, If you recall I pointed out the check engine light to you several months ago,JOKE~,,,,
195296,205871,Penny, The check engine light is fine It's still blinking away It's the stupid engine that stopped working It cost me like $1200 to fix it,SENTENCE,,,,
207108,210994,Sheldon, It occurs to me you could solve all your problems by obtaining more money,JOKE,,,,
215217,216967,Penny, Yes it occurs to me too,JOKE~,,,,
218686,234054,Sheldon, Hang on a moment Here Take some Pay me back when you can,SENTENCE,,,,
234179,237974,Penny,  You got a lot of money in there  That's why it's guarded by snakes,JOKE~,,,,
240960,244119,Sheldon,  Take some  Don't be silly I'm never silly,JOKE,,,,
248291,251897,Sheldon, Don't you need money?  Yeah but  This is money I'm not using,SENTENCE,,,,
252022,253564,Penny, But what if you need it?,SENTENCE,,,,
253689,273433,Sheldon, My expenses account for 469% of my aftertax income The rest is divvied up between a small savings account this deceptive container of peanut brittle and the hollowedout buttocks of a superhero action figure who shall remain nameless for his own protection Or her own protection,JOKE~,,,,
277250,279737,Penny,  Take some  Really? I mean are you sure?,SENTENCE,,,,
279906,286781,Sheldon, I see no large upcoming expenditures unless they develop an affordable technology to fuse my skeleton with adamantium like Wolverine,JOKE,,,,
288597,290347,Penny, Are they working on that?,SENTENCE,,,,
290876,292457,Sheldon, I sincerely hope so,JOKE,,,,
296217,322737,Penny, Well thank you No I can't,SENTENCE,,,,
323126,325932,???, Honey I don't want things to be weird between us,SENTENCE,,,,
326057,333707,Sheldon, Won't it also be weird if I have to say hello to you every morning on my way to work and you're living in a refrigerator box and washing your hair with rain water?,JOKE,,,,
335446,338588,Penny,  I'll pay you back as soon as I can  Of course you will,JOKE~,,,,
339320,346518,Sheldon, It's impossible to pay me back sooner than you can Assuming you subscribe to a linear understanding of time and causality,JOKE~,,,,
348212,350112,Penny, I'm regretting this already,JOKE~,,,,
354248,361165,Sheldon, I've given the matter some thought and I think I'd be willing to be a house pet to a race of superintelligent aliens,JOKE,,,,
365682,366682,Sheldon, Ask me why,JOKE~,,,,
368194,369525,Leonard, Do I have to?,JOKE~,,,,
369996,372412,Sheldon, Of course That's how you move a conversation forward,JOKE~,,,,
374801,380215,Sheldon, The learning opportunities would be abundant Additionally I like having my belly scratched,JOKE~,,,,
383466,385490,Leonard,  Hey Penny How was work?  Great,SENTENCE,,,,
389679,398242,Sheldon, Was that sarcasm? Was that sarcasm?  Was that sar  Stop it,JOKE~,,,,
401564,403862,???,  You appear to have a package here  Oh thanks,SENTENCE,,,,
403987,408667,Penny, This must be the beret I ordered A couple of months ago It was backordered,JOKE~,,,,
409099,417746,Sheldon, Did you know the beret is an example of a piece of women's fashion adapted from male military uniforms? Another fascinating example is the epaulet,JOKE,,,,
420294,423172,Leonard, He's not lying He does find that fascinating,JOKE,,,,
424379,435907,Penny, Whatever It's not like I'm running up and down the streets just buying myself berets I bought one a month ago and it was backordered  Look it finally arrived all right?  All right Oh my God would you just get off my case?,JOKE,,,,
439333,443791,Sheldon,  Weird  Good that was an unusual interaction I wasn't sure,JOKE,,,,
445655,448078,Leonard,  Did you guys have an argument?  No,SENTENCE,,,,
461569,466735,Leonard, Here you go You owe me another two dollars The price of moo shu pork went up,SENTENCE,,,,
466860,469958,Howard, It's getting tougher and tougher to be a bad Jew,JOKE~,,,,
477688,487236,???, Really how much? Whatever $10 $11 Which is it $10 or $11? $1450 But it's no biggie You'll get the next one,SENTENCE,,,,
491783,498055,Howard, He was just wondering if he wore skintight jeans and a tank top if he'd get his shrimp lo mein for free,JOKE,,,,
500131,505713,Penny, What are you saying? That I'm using my body to get dinner? That I'm some kind of Chinese food prostitute?,JOKE,,,,
508469,510799,Howard, Yeah Raj what are you saying?,JOKE,,,,
511073,522932,Penny, Let me tell you something I pay my own way in this world okay? I don't rely on anybody What was that about?,SENTENCE,,,,
523057,529220,Howard, He has a nervous bladder when he's stressed out Kind of like a puppy,JOKE,,,,
531597,534532,???, Here Leonard $10 $11 $12 $14,SENTENCE,,,,
535797,537703,Leonard, It was $1450 but it's okay,JOKE~,,,,
540910,549465,Penny, Yes and I'm having some I'm having takeout food You're damn right it's okay I've been having leftovers at the restaurant for like four days and I wanted something different So sue me,SENTENCE,,,,
549635,553880,Sheldon, Forgive me but that would be the very definition of a frivolous lawsuit,JOKE~,,,,
555474,558306,Penny, I will pay you back as soon as I can You just have to give me more time,JOKE~,,,,
561485,578238,Penny, You seem under pressure Did I not lend you a sufficient amount? Because I can give you more You know you would just love that wouldn't you? You would just love to open up your little snake can and throw some money at the girl who can't pay her bills,SENTENCE,,,,
579537,581205,Leonard,  Where are you going?  Going home,SENTENCE,,,,
581330,591036,Penny, where I won't be interrogated like a criminal I forgot my fortune cookie,JOKE,,,,
595432,601542,Sheldon, In case either of you have larceny in your heart you should know that I've moved my money out of the snake can,JOKE,,,,
604475,608479,Leonard, But if you're ever short there's always a couple of 50s in Green Lantern's ass,JOKE~,,,,
619894,622060,Leonard, A little mood lighting huh?,SENTENCE,,,,
622790,627473,Penny, When I didn't pay my bill the Department of Water and Power thought I would enjoy the ambience,JOKE~,,,,
628996,631546,Leonard, Yeah they're very considerate that way,JOKE~,,,,
631799,635798,Penny, I used Sheldon's money to pay my rent Then I had like $14 left over,SENTENCE,,,,
640128,643308,Penny, Put it back in your pocket or I'll find some other place to put it,JOKE~,,,,
644641,655838,Leonard, Back in the pocket it goes You do understand Sheldon really doesn't care when he gets the money back It's actually one of the few idiosyncrasies that doesn't make you want to kill him,JOKE~,,,,
656979,659240,Penny, Yeah well that's not really my big problem,SENTENCE,,,,
659410,662660,Leonard, So you're a little behind on your bills Everybody gets behind on their bills,SENTENCE,,,,
662830,669417,Penny, I know it's just This wasn't the plan It wasn't supposed to go this way What was the plan?,SENTENCE,,,,
669993,672879,???, Waitress for six months and then become a movie star,JOKE~,,,,
676210,685978,Leonard,  Was there a plan B?  TV star It's probably not as bad as you think Let's take a look Maybe we can find some corners to cut,SENTENCE,,,,
688226,700198,Leonard, If you don't have electricity then you probably don't need cable Just a suggestion $170 dollars for acting classes?,SENTENCE,,,,
700589,703821,Penny, No I can't give up my acting classes I'm a professional actress,SENTENCE,,,,
704956,707203,Leonard, You've had an acting job where you got paid?,SENTENCE,,,,
707328,709841,Penny, That is not the definition of professional,JOKE,,,,
725953,731106,Leonard, Nothing? It sounds like you got caught speeding going 4000 miles an hour,JOKE,,,,
734265,735568,Leonard, Your exboyfriend?,JOKE~,,,,
737613,741497,Penny, He got arrested for taking a whiz on a cop car  What?  He was drunk,SENTENCE,,,,
741622,742851,Leonard, I would hope so,JOKE,,,,
743828,749122,Penny, He had a bunch of outstanding tickets and a bench warrant so I you know I paid his fines,SENTENCE,,,,
749519,758409,Leonard,  Did he pay you back?  No but he will And that's based on the inherent creditworthiness of people who get drunk and urinate on police vehicles?,JOKE,,,,
759391,762603,Penny, Leonard I'm not gonna call up Kurt and ask him for money,SENTENCE,,,,
764285,766498,Leonard,  What are you gonna do?  I don't know,SENTENCE,,,,
766623,775358,Penny, but I may have to find a cheaper place to live You don't want to do that Why not?,SENTENCE,,,,
776194,790206,Leonard, Moving is a big deal You have to go to the supermarket and get boxes and if they're not clean your books smell like melons and it's like Why don't you just get a roommate and stay here?,SENTENCE,,,,
793023,796171,Leonard, I'm sure the guy living with Sheldon wouldn't mind moving in with you,JOKE,,,,
798784,812697,Penny, Leonard honey if we started living together I wouldn't be able to keep my hands off you Really? And you thought my acting lessons were a waste of money,JOKE~,,,,
824484,830409,Raj, Leviticus 113 Only that which parteth the hoof and cheweth the cud among the beasts shall ye eat,JOKE,,,,
833236,837710,Howard, Do I mock you with the BhagavadGita every time you scarf down a Whopper?,JOKE,,,,
842524,844118,Leonard,  What's going on?  We're on a quest,SENTENCE,,,,
844243,846344,Raj, through the Valley of Fire to acquire the sacred crown,SENTENCE,,,,
846697,848965,Howard, You want the Valley of Fire? It's right here,JOKE,,,,
851317,853184,Leonard, You guys want to go on a real live quest?,SENTENCE,,,,
853354,855375,Sheldon, Outside? I just made cocoa,JOKE,,,,
857131,870203,Leonard,  Come on It'll be fun  What is it? Do you guys remember Penny's exboyfriend Kurt? Yeah that's him Turns out he owes Penny a lot of money and I'm gonna go get it from him,SENTENCE,,,,
871702,872779,???, Who's with me?,JOKE~,,,,
877317,878394,Howard, Double sixes,JOKE~,,,,
879169,881379,Leonard, Really? You're just gonna let me go by myself?,SENTENCE,,,,
881815,883315,Raj, Cool I got a sword,JOKE~,,,,
884135,885735,Leonard, I could use some help,SENTENCE,,,,
886255,887255,Sheldon, Here,JOKE~,,,,
889343,892594,???, You guys are unbelievable You play a game to simulate adventure,SENTENCE,,,,
892719,896352,Leonard, but when there's real adventure out there in the real world you just wimp out,SENTENCE,,,,
896522,908281,Sheldon, Do you not recall the last time we visited this gentleman we returned home without pants?  I do  Are you sure? Because your proposal suggests that you don't,JOKE~,,,,
908761,910500,Leonard,  I'm not afraid of him  All right,SENTENCE,,,,
927300,934640,Leonard, Excuse me When Frodo left the Shire to take the one ring to Mordor didn't Samwise Pippin and Merry go with him?  They did  Well?,SENTENCE,,,,
934810,936860,???, They had a terrible time of it,JOKE~,,,,
942681,946650,Leonard, Fine Enjoy your little game I'll make this quest on my own,SENTENCE,,,,
949116,951183,Howard, Take a jacket It's shpritzing a little,JOKE~,,,,
952473,964134,Leonard, You guys suck Come on please? He's so big Is everyone clear on the plan?,SENTENCE,,,,
964259,973797,Howard, Koothrappali's going to wet himself I'm gonna throw up Sheldon's gonna run away and you're going to die Shall we synchronize our watches?,SENTENCE,,,,
974178,976474,Leonard, Guys there are four of us and one of him,JOKE~,,,,
976644,982601,Sheldon, Which means his triumph will be even larger Minstrels will write songs about him,JOKE~,,,,
983359,988444,Leonard, How about this? I'll do the talking You just stand behind me and try to look formidable,JOKE~,,,,
994245,996345,Raj, I should've peed before we left,JOKE,,,,
1003334,1005254,???,  Hi Kurt  Lenny right?,SENTENCE,,,,
1005886,1011926,Leonard, I don't really go by Lenny but that's okay You remember Sheldon Howard and Raj,JOKE~,,,,
1014499,1016634,Kurt,  What do you want?  You don't remember me?,SENTENCE,,,,
1021438,1027775,Leonard, Here it is Penny's in kind of a financial jam and the money that you owe her would go a long way to solving her problems,SENTENCE,,,,
1028183,1029610,Kurt, She sent you to get it from me?,SENTENCE,,,,
1029780,1035284,Leonard, No no she's too proud to ask for the money I on the other hand feel you should honor your debt,SENTENCE,,,,
1035453,1036453,Kurt, You do?,JOKE~,,,,
